# distance  frequency (bands are separated by blank lines)
# End points of segments: 
#   0.00000000 0.21336410 
0.174958  2.167580 
0.177092  2.056514 
0.179226  1.943885 
0.181359  1.829773 
0.183493  1.714263 
0.185627  1.597437 
0.187760  1.479382 
0.189894  1.360185 
0.192028  1.239935 
0.194161  1.118723 
0.196295  0.996638 
0.198429  0.873776 
0.200562  0.750230 
0.202696  0.626096 
0.204829  0.501469 
0.206963  0.376448 
0.209097  0.251131 
0.211230  0.125615 
0.213364  0.000000 


0.000000  6.087321 
0.002134  6.087812 
0.004267  6.089293 
0.006401  6.091760 
0.008535  6.095192 
0.010668  6.099541 
0.012802  6.104741 
0.014936  6.110698 
0.017069  6.117291 
0.019203  6.124372 
0.021336  6.131760 
0.023470  6.139244 
0.025604  6.146578 
0.027737  6.153482 
0.029871  6.159642 
0.032005  6.164723 
0.034138  6.168380 
0.036272  6.170286 
0.038406  6.170164 
0.040539  6.167818 
0.042673  6.163162 
0.044806  6.156220 
0.046940  6.147110 
0.049074  6.136018 
0.051207  6.123161 
0.053341  6.108765 
0.055475  6.093043 
0.057608  6.076191 
0.059742  6.058380 
0.061876  6.039758 
0.064009  6.020452 
0.066143  6.000572 
0.068277  5.980210 
0.070410  5.959447 
0.072544  5.938352 
0.074677  5.916984 
0.076811  5.895396 
0.078945  5.873633 
0.081078  5.851736 
0.083212  5.829740 
0.085346  5.807677 
0.087479  5.785576 
0.089613  5.763461 
0.091746  5.741358 
0.093880  5.719286 
0.096014  5.697267 
0.098147  5.675319 
0.100281  5.653460 
0.102415  5.631706 
0.104548  5.610073 
0.106682  5.588578 
0.108816  5.567235 
0.110949  5.546059 
0.113083  5.525065 
0.115217  5.504269 
0.117350  5.483684 
0.119484  5.463324 
0.121618  5.443206 
0.123751  5.423343 
0.125885  5.403751 
0.128018  5.384443 
0.130152  5.365434 
0.132286  5.346740 
0.134419  5.328375 
0.136553  5.310352 
0.138687  5.292687 
0.140820  5.275393 
0.142954  5.258483 
0.145088  5.241972 
0.147221  5.225873 
0.149355  5.210196 
0.151488  5.194955 
0.153622  5.180161 
0.155756  5.165825 
0.157889  5.151956 
0.160023  5.138564 
0.162157  5.125658 
0.164290  5.113246 
0.166424  5.101335 
0.168558  5.089931 
0.170691  5.079040 
0.172825  5.068667 
0.174958  5.058817 
0.177092  5.049492 
0.179226  5.040697 
0.181359  5.032432 
0.183493  5.024700 
0.185627  5.017503 
0.187760  5.010840 
0.189894  5.004713 
0.192028  4.999121 
0.194161  4.994065 
0.196295  4.989543 
0.198429  4.985555 
0.200562  4.982101 
0.202696  4.979179 
0.204829  4.976790 
0.206963  4.974933 
0.209097  4.973606 
0.211230  4.972811 
0.213364  4.972544 


0.000000  6.494236 
0.002134  6.495147 
0.004267  6.497824 
0.006401  6.502152 
0.008535  6.507990 
0.010668  6.515169 
0.012802  6.523508 
0.014936  6.525184 
0.017069  6.518878 
0.019203  6.512079 
0.021336  6.504921 
0.023470  6.497560 
0.025604  6.490179 
0.027737  6.482991 
0.029871  6.476234 
0.032005  6.470168 
0.034138  6.465057 
0.036272  6.461151 
0.038406  6.458647 
0.040539  6.457662 
0.042673  6.458207 
0.044806  6.460185 
0.046940  6.463409 
0.049074  6.467628 
0.051207  6.472564 
0.053341  6.477935 
0.055475  6.483475 
0.057608  6.488945 
0.059742  6.494133 
0.061876  6.498856 
0.064009  6.502957 
0.066143  6.506304 
0.068277  6.508786 
0.070410  6.510311 
0.072544  6.510802 
0.074677  6.510198 
0.076811  6.508448 
0.078945  6.505516 
0.081078  6.501372 
0.083212  6.495995 
0.085346  6.489374 
0.087479  6.481501 
0.089613  6.472376 
0.091746  6.462002 
0.093880  6.450388 
0.096014  6.437545 
0.098147  6.423487 
0.100281  6.408231 
0.102415  6.391794 
0.104548  6.374198 
0.106682  6.355463 
0.108816  6.335611 
0.110949  6.314665 
0.113083  6.292650 
0.115217  6.269589 
0.117350  6.245509 
0.119484  6.220433 
0.121618  6.194390 
0.123751  6.167405 
0.125885  6.139508 
0.128018  6.110726 
0.130152  6.081092 
0.132286  6.050637 
0.134419  6.019395 
0.136553  5.987402 
0.138687  5.954696 
0.140820  5.921320 
0.142954  5.887315 
0.145088  5.852732 
0.147221  5.817619 
0.149355  5.782032 
0.151488  5.746031 
0.153622  5.709680 
0.155756  5.673047 
0.157889  5.636207 
0.160023  5.599240 
0.162157  5.562231 
0.164290  5.525272 
0.166424  5.488460 
0.168558  5.451900 
0.170691  5.415701 
0.172825  5.379982 
0.174958  5.344864 
0.177092  5.310476 
0.179226  5.276952 
0.181359  5.244431 
0.183493  5.213057 
0.185627  5.182975 
0.187760  5.154335 
0.189894  5.127284 
0.192028  5.101972 
0.194161  5.078544 
0.196295  5.057140 
0.198429  5.037896 
0.200562  5.020937 
0.202696  5.006377 
0.204829  4.994318 
0.206963  4.984846 
0.209097  4.978029 
0.211230  4.973918 
0.213364  4.972546 


0.000000  6.547932 
0.002134  6.547424 
0.004267  6.545922 
0.006401  6.543465 
0.008535  6.540099 
0.010668  6.535883 
0.012802  6.530885 
0.014936  6.532815 
0.017069  6.542895 
0.019203  6.553558 
0.021336  6.564618 
0.023470  6.575900 
0.025604  6.587239 
0.027737  6.598486 
0.029871  6.609502 
0.032005  6.620164 
0.034138  6.630358 
0.036272  6.639988 
0.038406  6.648967 
0.040539  6.657221 
0.042673  6.664685 
0.044806  6.671308 
0.046940  6.677047 
0.049074  6.681870 
0.051207  6.685754 
0.053341  6.688686 
0.055475  6.690664 
0.057608  6.691691 
0.059742  6.691785 
0.061876  6.690968 
0.064009  6.689277 
0.066143  6.686754 
0.068277  6.683452 
0.070410  6.679437 
0.072544  6.674780 
0.074677  6.669566 
0.076811  6.663886 
0.078945  6.657844 
0.081078  6.651549 
0.083212  6.645120 
0.085346  6.638683 
0.087479  6.632368 
0.089613  6.626310 
0.091746  6.620644 
0.093880  6.615506 
0.096014  6.611026 
0.098147  6.607330 
0.100281  6.604533 
0.102415  6.602740 
0.104548  6.602038 
0.106682  6.602502 
0.108816  6.604185 
0.110949  6.607124 
0.113083  6.611335 
0.115217  6.616816 
0.117350  6.623546 
0.119484  6.631489 
0.121618  6.640595 
0.123751  6.650802 
0.125885  6.662036 
0.128018  6.674220 
0.130152  6.687267 
0.132286  6.701090 
0.134419  6.715600 
0.136553  6.730707 
0.138687  6.746324 
0.140820  6.762364 
0.142954  6.778746 
0.145088  6.795391 
0.147221  6.812223 
0.149355  6.829173 
0.151488  6.846173 
0.153622  6.863160 
0.155756  6.880077 
0.157889  6.896869 
0.160023  6.913485 
0.162157  6.929876 
0.164290  6.945997 
0.166424  6.961807 
0.168558  6.977264 
0.170691  6.992329 
0.172825  7.006967 
0.174958  7.021140 
0.177092  7.034815 
0.179226  7.047956 
0.181359  7.060530 
0.183493  7.072503 
0.185627  7.083842 
0.187760  7.094514 
0.189894  7.104487 
0.192028  7.113727 
0.194161  7.122203 
0.196295  7.129885 
0.198429  7.136743 
0.200562  7.142749 
0.202696  7.147878 
0.204829  7.152107 
0.206963  7.155418 
0.209097  7.157794 
0.211230  7.159224 
0.213364  7.159702 


0.000000  8.602993 
0.002134  8.603253 
0.004267  8.604034 
0.006401  8.605332 
0.008535  8.607140 
0.010668  8.609449 
0.012802  8.612247 
0.014936  8.615517 
0.017069  8.619244 
0.019203  8.623407 
0.021336  8.627983 
0.023470  8.632947 
0.025604  8.638275 
0.027737  8.643936 
0.029871  8.649902 
0.032005  8.656142 
0.034138  8.662624 
0.036272  8.669314 
0.038406  8.676179 
0.040539  8.683186 
0.042673  8.690300 
0.044806  8.697488 
0.046940  8.704717 
0.049074  8.711952 
0.051207  8.719162 
0.053341  8.726316 
0.055475  8.733381 
0.057608  8.740330 
0.059742  8.747132 
0.061876  8.753762 
0.064009  8.760193 
0.066143  8.766400 
0.068277  8.772360 
0.070410  8.778049 
0.072544  8.783449 
0.074677  8.788537 
0.076811  8.793297 
0.078945  8.797709 
0.081078  8.801759 
0.083212  8.805430 
0.085346  8.808709 
0.087479  8.811582 
0.089613  8.814039 
0.091746  8.816068 
0.093880  8.817660 
0.096014  8.818809 
0.098147  8.819507 
0.100281  8.819751 
0.102415  8.819539 
0.104548  8.818869 
0.106682  8.817745 
0.108816  8.816170 
0.110949  8.814150 
0.113083  8.811695 
0.115217  8.808815 
0.117350  8.805523 
0.119484  8.801835 
0.121618  8.797768 
0.123751  8.793341 
0.125885  8.788574 
0.128018  8.783488 
0.130152  8.778107 
0.132286  8.772453 
0.134419  8.766551 
0.136553  8.760424 
0.138687  8.754099 
0.140820  8.747598 
0.142954  8.740947 
0.145088  8.734169 
0.147221  8.727290 
0.149355  8.720334 
0.151488  8.713323 
0.153622  8.706282 
0.155756  8.699233 
