# distance  frequency (bands are separated by blank lines)
# End points of segments: 
#   0.00000000 0.19304370 
0.162157  1.342057 
0.164087  1.261421 
0.166018  1.180174 
0.167948  1.098349 
0.169878  1.015986 
0.171809  0.933121 
0.173739  0.849792 
0.175670  0.766039 
0.177600  0.681903 
0.179531  0.597423 
0.181461  0.512642 
0.183392  0.427600 
0.185322  0.342342 
0.187252  0.256910 
0.189183  0.171346 
0.191113  0.085695 
0.193044  0.000000 


0.000000  5.281606 
0.001930  5.281829 
0.003861  5.282494 
0.005791  5.283580 
0.007722  5.285051 
0.009652  5.286851 
0.011583  5.288900 
0.013513  5.291086 
0.015444  5.293256 
0.017374  5.295207 
0.019304  5.296677 
0.021235  5.297348 
0.023165  5.296881 
0.025096  5.294977 
0.027026  5.291459 
0.028957  5.286316 
0.030887  5.279680 
0.032817  5.271759 
0.034748  5.262779 
0.036678  5.252944 
0.038609  5.242423 
0.040539  5.231359 
0.042470  5.219865 
0.044400  5.208036 
0.046330  5.195949 
0.048261  5.183670 
0.050191  5.171257 
0.052122  5.158758 
0.054052  5.146217 
0.055983  5.133670 
0.057913  5.121151 
0.059844  5.108689 
0.061774  5.096310 
0.063704  5.084035 
0.065635  5.071884 
0.067565  5.059875 
0.069496  5.048020 
0.071426  5.036332 
0.073357  5.024821 
0.075287  5.013495 
0.077217  5.002359 
0.079148  4.991419 
0.081078  4.980676 
0.083009  4.970134 
0.084939  4.959793 
0.086870  4.949653 
0.088800  4.939711 
0.090731  4.929967 
0.092661  4.920418 
0.094591  4.911061 
0.096522  4.901893 
0.098452  4.892910 
0.100383  4.884108 
0.102313  4.875484 
0.104244  4.867034 
0.106174  4.858754 
0.108105  4.850640 
0.110035  4.842690 
0.111965  4.834900 
0.113896  4.827268 
0.115826  4.819791 
0.117757  4.812466 
0.119687  4.805293 
0.121618  4.798270 
0.123548  4.791396 
0.125478  4.784671 
0.127409  4.778094 
0.129339  4.771667 
0.131270  4.765388 
0.133200  4.759261 
0.135131  4.753285 
0.137061  4.747463 
0.138991  4.741797 
0.140922  4.736289 
0.142852  4.730941 
0.144783  4.725757 
0.146713  4.720740 
0.148644  4.715892 
0.150574  4.711216 
0.152504  4.706717 
0.154435  4.702398 
0.156365  4.698261 
0.158296  4.694311 
0.160226  4.690552 
0.162157  4.686985 
0.164087  4.683616 
0.166018  4.680447 
0.167948  4.677481 
0.169878  4.674721 
0.171809  4.672171 
0.173739  4.669833 
0.175670  4.667710 
0.177600  4.665803 
0.179531  4.664116 
0.181461  4.662649 
0.183392  4.661406 
0.185322  4.660386 
0.187252  4.659592 
0.189183  4.659024 
0.191113  4.658683 
0.193044  4.658569 


0.000000  5.423687 
0.001930  5.423303 
0.003861  5.422172 
0.005791  5.420339 
0.007722  5.417860 
0.009652  5.414807 
0.011583  5.411277 
0.013513  5.407391 
0.015444  5.403312 
0.017374  5.399247 
0.019304  5.395460 
0.021235  5.392265 
0.023165  5.389996 
0.025096  5.388944 
0.027026  5.389276 
0.028957  5.390989 
0.030887  5.393937 
0.032817  5.397893 
0.034748  5.402617 
0.036678  5.407885 
0.038609  5.413510 
0.040539  5.419330 
0.042470  5.425215 
0.044400  5.431052 
0.046330  5.436746 
0.048261  5.442216 
0.050191  5.447391 
0.052122  5.452207 
0.054052  5.456609 
0.055983  5.460550 
0.057913  5.463987 
0.059844  5.466883 
0.061774  5.469205 
0.063704  5.470926 
0.065635  5.472021 
0.067565  5.472471 
0.069496  5.472259 
0.071426  5.471371 
0.073357  5.469797 
0.075287  5.467529 
0.077217  5.464561 
0.079148  5.460889 
0.081078  5.456511 
0.083009  5.451428 
0.084939  5.445640 
0.086870  5.439151 
0.088800  5.431964 
0.090731  5.424085 
0.092661  5.415520 
0.094591  5.406276 
0.096522  5.396361 
0.098452  5.385786 
0.100383  5.374559 
0.102313  5.362694 
0.104244  5.350201 
0.106174  5.337094 
0.108105  5.323389 
0.110035  5.309102 
0.111965  5.294248 
0.113896  5.278848 
0.115826  5.262922 
0.117757  5.246491 
0.119687  5.229579 
0.121618  5.212212 
0.123548  5.194416 
0.125478  5.176222 
0.127409  5.157660 
0.129339  5.138764 
0.131270  5.119570 
0.133200  5.100115 
0.135131  5.080441 
0.137061  5.060588 
0.138991  5.040604 
0.140922  5.020534 
0.142852  5.000428 
0.144783  4.980338 
0.146713  4.960318 
0.148644  4.940424 
0.150574  4.920715 
0.152504  4.901250 
0.154435  4.882091 
0.156365  4.863301 
0.158296  4.844944 
0.160226  4.827085 
0.162157  4.809790 
0.164087  4.793125 
0.166018  4.777155 
0.167948  4.761946 
0.169878  4.747561 
0.171809  4.734062 
0.173739  4.721509 
0.175670  4.709960 
0.177600  4.699468 
0.179531  4.690083 
0.181461  4.681852 
0.183392  4.674815 
0.185322  4.669008 
0.187252  4.664459 
0.189183  4.661193 
0.191113  4.659227 
0.193044  4.658570 


0.000000  5.450693 
0.001930  5.451290 
0.003861  5.453066 
0.005791  5.455985 
0.007722  5.459994 
0.009652  5.465023 
0.011583  5.470994 
0.013513  5.477818 
0.015444  5.485400 
0.017374  5.493643 
0.019304  5.502452 
0.021235  5.511736 
0.023165  5.521406 
0.025096  5.531384 
0.027026  5.541598 
0.028957  5.551988 
0.030887  5.562502 
0.032817  5.573098 
0.034748  5.583747 
0.036678  5.594429 
0.038609  5.605134 
0.040539  5.615863 
0.042470  5.626624 
0.044400  5.637434 
0.046330  5.648318 
0.048261  5.659308 
0.050191  5.670441 
0.052122  5.681756 
0.054052  5.693299 
0.055983  5.705115 
0.057913  5.717251 
0.059844  5.729752 
0.061774  5.742663 
0.063704  5.756025 
0.065635  5.769876 
0.067565  5.784248 
0.069496  5.799170 
0.071426  5.814664 
0.073357  5.830746 
0.075287  5.847426 
0.077217  5.864710 
0.079148  5.882594 
0.081078  5.901072 
0.083009  5.920131 
0.084939  5.939756 
0.086870  5.959924 
0.088800  5.980610 
0.090731  6.001787 
0.092661  6.023424 
0.094591  6.045488 
0.096522  6.067945 
0.098452  6.090759 
0.100383  6.113895 
0.102313  6.137314 
0.104244  6.160980 
0.106174  6.184857 
0.108105  6.208907 
0.110035  6.233095 
0.111965  6.257385 
0.113896  6.281743 
0.115826  6.306135 
0.117757  6.330527 
0.119687  6.354889 
0.121618  6.379189 
0.123548  6.403396 
0.125478  6.427481 
0.127409  6.451416 
0.129339  6.475172 
0.131270  6.498723 
0.133200  6.522039 
0.135131  6.545096 
0.137061  6.567865 
0.138991  6.590321 
0.140922  6.612437 
0.142852  6.634184 
0.144783  6.655537 
0.146713  6.676466 
0.148644  6.696943 
0.150574  6.716938 
0.152504  6.736422 
0.154435  6.755362 
0.156365  6.773726 
0.158296  6.791481 
0.160226  6.808592 
0.162157  6.825023 
0.164087  6.840736 
0.166018  6.855695 
0.167948  6.869859 
0.169878  6.883191 
0.171809  6.895649 
0.173739  6.907194 
0.175670  6.917786 
0.177600  6.927387 
0.179531  6.935960 
0.181461  6.943470 
0.183392  6.949885 
0.185322  6.955175 
0.187252  6.959316 
0.189183  6.962289 
0.191113  6.964079 
0.193044  6.964676 


0.000000  7.621753 
0.001930  7.621854 
0.003861  7.622166 
0.005791  7.622705 
0.007722  7.623479 
0.009652  7.624499 
0.011583  7.625769 
0.013513  7.627293 
0.015444  7.629073 
0.017374  7.631106 
0.019304  7.633389 
0.021235  7.635916 
0.023165  7.638679 
0.025096  7.641668 
0.027026  7.644870 
0.028957  7.648272 
0.030887  7.651857 
0.032817  7.655609 
0.034748  7.659507 
0.036678  7.663533 
0.038609  7.667663 
0.040539  7.671877 
0.042470  7.676150 
0.044400  7.680460 
0.046330  7.684782 
0.048261  7.689095 
0.050191  7.693374 
0.052122  7.697600 
0.054052  7.701752 
0.055983  7.705813 
0.057913  7.709768 
0.059844  7.713606 
0.061774  7.717318 
0.063704  7.720899 
0.065635  7.724347 
0.067565  7.727666 
0.069496  7.730860 
0.071426  7.733936 
0.073357  7.736907 
0.075287  7.739782 
0.077217  7.742576 
0.079148  7.745301 
0.081078  7.747972 
0.083009  7.750601 
0.084939  7.753201 
0.086870  7.755783 
0.088800  7.758356 
0.090731  7.760929 
0.092661  7.763510 
0.094591  7.766103 
0.096522  7.768714 
0.098452  7.771345 
0.100383  7.773997 
0.102313  7.776671 
0.104244  7.779366 
0.106174  7.782081 
0.108105  7.784812 
0.110035  7.787556 
0.111965  7.790309 
0.113896  7.793066 
0.115826  7.795822 
0.117757  7.798570 
0.119687  7.801305 
0.121618  7.804020 
0.123548  7.806709 
0.125478  7.809365 
0.127409  7.811982 
0.129339  7.814552 
0.131270  7.817070 
0.133200  7.819530 
0.135131  7.821926 
0.137061  7.824253 
0.138991  7.826506 
0.140922  7.828680 
0.142852  7.830772 
0.144783  7.832778 
0.146713  7.834696 
0.148644  7.836524 
0.150574  7.838260 
0.152504  7.839902 
0.154435  7.841451 
0.156365  7.842907 
0.158296  7.844270 
0.160226  7.845540 
0.162157  7.846721 
0.164087  7.847812 
0.166018  7.848817 
0.167948  7.849738 
0.169878  7.850576 
0.171809  7.851335 
0.173739  7.852017 
0.175670  7.852625 
0.177600  7.853160 
0.179531  7.853627 
0.181461  7.854026 
0.183392  7.854360 
0.185322  7.854631 
0.187252  7.854840 
0.189183  7.854988 
0.191113  7.855077 
0.193044  7.855105 


0.000000  7.651455 
0.001930  7.651776 
0.003861  7.652752 
0.005791  7.654403 
0.007722  7.656750 
0.009652  7.659814 
0.011583  7.663616 
0.013513  7.668180 
0.015444  7.673528 
0.017374  7.679683 
0.019304  7.686670 
0.021235  7.694511 
0.023165  7.703230 
0.025096  7.712851 
0.027026  7.723396 
0.028957  7.734887 
0.030887  7.747345 
0.032817  7.760789 
0.034748  7.775236 
0.036678  7.790701 
0.038609  7.807199 
0.040539  7.824738 
0.042470  7.843325 
0.044400  7.862965 
0.046330  7.867613 
0.048261  7.867038 
0.050191  7.866678 
0.052122  7.866550 
0.054052  7.866669 
0.055983  7.867046 
0.057913  7.867693 
0.059844  7.868613 
0.061774  7.869809 
0.063704  7.871280 
0.065635  7.873019 
0.067565  7.875015 
0.069496  7.877257 
